Player Name,Player ID,NAME,COUNTRY,Full name,Playing role,Batting style,Bowling style
K Upadhyay,431876,Krishnakant  Upadhyay,India,Krishnakant Upadhyay,nan,Right-hand bat,Right-arm medium
Virat Singh,720465,Virat Singh,India,Virat Binod Singh,nan,Left-hand bat,Legbreak googly
Vivrant Sharma,1252370,,,,,,
K Yadav,1206495,,,,,,
VH Zol,554699,Vijay Zol,India,Vijay Hari Zol,nan,Left-hand bat,Right-arm offbreak
UA Birla,262533,Udit Birla,India,Udit Alok Birla,nan,Right-hand bat,Right-arm medium
P Chopra,500135,Prashant Chopra,India,Prashant Chopra,Opening batsman,Right-hand bat,Legbreak googly
D du Preez,44938,Dillon du Preez,South Africa,Dillon du Preez,nan,Right-hand bat,Right-arm fast-medium
AN Ghosh,220435,Arindam Ghosh,India,Arindam Nanigopal Ghosh,Batsman,Right-hand bat,Right-arm medium
Y Gnaneswara Rao,28830,Gnaneswara Rao,India,Yalaka Gnaneswara Rao,Allrounder,Right-hand bat,Right-arm medium
RS Hangargekar,1175429,Rajvardhan Hangargekar,India,Rajvardhan S Hangargekar,nan,Right-hand bat,Right-arm medium
AA Kulkarni,1403153,,,,,,
R Minz,1350762,,,,,,
RG More,424219,Ronit More,India,Ronit Gajanan More,nan,Right-hand bat,Right-arm medium
SZ Mulani,1131607,Shams Mulani,India,Shams Zakir Mulani,nan,Left-hand bat,Slow left-arm orthodox
R Ninan,353669,Ryan Ninan,India,Ryan Ninan,Allrounder,Right-hand bat,Right-arm offbreak
DT Patil,32389,Devraj Patil,India,Devraj Thyagaraj Patil,nan,Right-hand bat,nan
MDKJ Perera,300631,Kusal Perera,Sri Lanka,Mathurage Don Kusal Janith Perera,Wicketkeeper batsman,Left-hand bat,nan
Y Prithvi Raj,1121579,Prithvi Raj,India,Prithvi Raj Yarra,nan,Left-hand bat,Left-arm medium
PVSN Raju,1392201,,,,,,
SS Sarkar,34402,Sourav Sarkar,India,Sourav Subrata Sarkar,nan,Right-hand bat,Right-arm medium
PM Sarvesh Kumar,327127,PM Sarvesh Kumar,India,PM Sarvesh Kumar,nan,Right-hand bat,Right-arm medium
SS Shaikh,377437,Shoaib Shaikh,India,Shoaib Shabbir Shaikh,nan,Right-hand bat,Right-arm medium
H Sharma,1350761,,,,,,
DR Shorey,590327,Dhruv Shorey,India,Dhruv Ranjan Shorey,Top-order batsman,Right-hand bat,Right-arm offbreak
NB Singh,853259,Nathu Singh,India,Nathu Bharat Singh,Bowler,Right-hand bat,Right-arm medium
PH Solanki,1252337,,,,,,
S Sriram,34118,Sridharan Sriram,India,Sridharan Sriram,Middle-order batsman,Left-hand bat,Slow left-arm orthodox
A Uniyal,35586,Amit Uniyal,India,Amit Uniyal,nan,Left-hand bat,Left-arm medium
VS Yeligati,307448,Vikrant Yeligati,India,Vikrant Shyam Yeligati,nan,Right-hand bat,Right-arm offbreak
AR Bawne,327123,Ankit Bawne,India,Ankit Ramdas Bawne,Middle-order batsman,Right-hand bat,Right-arm offbreak
Abdul Basith,1287067,,,,,,
SS Agarwal,1079668,Shubham Agarwal,India,Shubham Sanjay Agarwal,nan,Right-hand bat,Legbreak googly
MS Bhandage,1057399,Manoj Bhandage,India,Manoj Shivaramsa Bhandage,nan,Left-hand bat,Right-arm medium-fast
RR Bhatkal,27150,Raju Bhatkal,India,Raju Ravi Bhatkal,Allrounder,Right-hand bat,Right-arm medium
RR Bose,27572,Ranadeb Bose,India,Ranadeb Ranjit Bose,nan,Right-hand bat,Right-arm fast-medium
H Das,236810,Halhadar Das,India,Halhadar Das,nan,Right-hand bat,nan
KH Devdhar,340063,Kedar Devdhar,India,Kedar Hemant Devdhar,Wicketkeeper,Right-hand bat,nan
C Ganapathy,28764,Chandrasekar Ganapathy,India,Chandrasekar Ganapathy,nan,Right-hand bat,Right-arm medium
R Goyal,1350770,,,,,,
Sunny Gupta,271315,Sunny Gupta,India,Sunny Gupta,nan,Right-hand bat,Right-arm offbreak
Gurnoor Brar,1287033,,,,,,
BJ Haddin,5560,Brad Haddin,Australia,Bradley James Haddin,Wicketkeeper batsman,Right-hand bat,nan
D Jansen,595954,Duan Jansen,South Africa,Duan Jansen,nan,Right-hand bat,Left-arm fast
V Kaverappa,1155262,Vidhwath Kaverappa,India,Vidhwath Kaverappa,nan,nan,nan
AA Kazi,422106,Abrar Kazi,India,Abrar Anjum Kazi,Bowler,Left-hand bat,Slow left-arm orthodox
TK Kotian,1125960,Tanush Kotian,India,Tanush Karunakar Kotian,nan,Right-hand bat,Right-arm offbreak
SD Lad,422342,Siddhesh Lad,India,Siddhesh Dinesh Lad,Middle-order batsman,Right-hand bat,Right-arm offbreak
Litton Das,536936,Liton Das,Bangladesh,Liton Kumar Das,Wicketkeeper batsman,Right-hand bat,nan
C Madan,31104,Chandan Madan,India,Chandan Madan,Wicketkeeper,Right-hand bat,nan
I Malhotra,31088,Ishan Malhotra,India,Ishan Malhotra,Bowler,Right-hand bat,Right-arm medium-fast
DR Martyn,6513,Damien Martyn,Australia,Damien Richard Martyn,Top-order batsman,Right-hand bat,Right-arm medium
Mashrafe Mortaza,56007,Mashrafe Mortaza,Bangladesh,Mashrafe Bin Mortaza,Bowler,Right-hand bat,Right-arm fast-medium
BKG Mendis,629074,Kusal Mendis,Sri Lanka,Balapuwaduge Kusal Gimhan Mendis,Wicketkeeper batsman,Right-hand bat,nan
LI Meriwala,573930,Lukman Meriwala,India,Lukman Iqbal Meriwala,nan,Left-hand bat,Left-arm fast-medium
S Midhun,1131619,Sudhesan Midhun,India,Sudhesan Midhun,Bowler,Right-hand bat,Legbreak googly
Mohammad Ashraful,55988,Mohammad Ashraful,Bangladesh,Mohammad Ashraful,Middle-order batsman,Right-hand bat,"Right-arm offbreak, Legbreak"
Mohit Rathee,1349361,,,,,,
Monu Kumar,694209,Monu Kumar,India,Monu Kumar Singh,Bowling allrounder,Right-hand bat,Right-arm medium
SS Mundhe,279862,Shrikant Mundhe,India,Shrikant Shrihari Mundhe,Allrounder,Right-hand bat,Right-arm medium
Musheer Khan,1316430,,,,,,
GR Napier,17991,Graham Napier,England,Graham Richard Napier,nan,Right-hand bat,Right-arm medium
MB Parmar,240734,Mohnish Parmar,India,Mohnish Bipinbhai Parmar,nan,Right-hand bat,Right-arm offbreak
RV Pawar,32305,Rajesh Pawar,India,Rajesh Vithal Pawar,Bowler,Left-hand bat,Slow left-arm orthodox
IC Porel,967603,Ishan Porel,India,Ishan Chandranath Porel,Bowler,Right-hand bat,Right-arm medium
P Prasanth,32211,Padmanabhan Prasanth,India,Padmanabhan Prasanth,nan,Left-hand bat,Slow left-arm orthodox
KS Rathore,1339031,,,,,,
P Ray Barman,1159712,Prayas Ray Barman,India,Prayas Ray Barman,nan,Right-hand bat,Legbreak googly
NJ Rimmington,7443,Nathan Rimmington,Australia,Nathan John Rimmington,Bowler,Right-hand bat,Right-arm fast-medium
R Sanjay Yadav,1048841,Sanjay Yadav,India,Ramsingh  Sanjay Yadav,nan,Left-hand bat,Slow left-arm orthodox
Jalaj S Saxena,237199,Jalaj Saxena,India,Jalaj Sahai Saxena,nan,Right-hand bat,Right-arm offbreak
RA Shaikh,279460,Rahil Shaikh,India,Rahil Akhil Ahmed Shaikh,nan,Left-hand bat,Left-arm medium
BR Sharath,917231,BR Sharath,India,Belur Ravi Sharath,nan,Right-hand bat,nan
Shivam Singh,1380113,,,,,,
MJ Suthar,1175426,Manav Suthar,India,Manav Jagdusakumar Suthar,nan,Left-hand bat,Slow left-arm orthodox
Tejas Baroka,1082859,Tejas Baroka,India,Tejas Baroka,nan,Right-hand bat,Legbreak googly
X Thalaivan Sargunam,319744,Thalaivan Sargunam,India,Xavier Thalaivan Sargunam,nan,Right-hand bat,Right-arm offbreak
M Tiwari,1460385,,,,,,
A Tomar,1081183,Abhijeet Tomar,India,Abhijeet Tomar,nan,Right-hand bat,Right-arm offbreak
Younis Khan,43652,Younis Khan,Pakistan,Mohammad Younis Khan,Middle-order batsman,Right-hand bat,"Right-arm medium, Legbreak"
DR Briggs,310107,Danny Briggs,England,Danny Richard Briggs,Bowler,Right-hand bat,Slow left-arm orthodox
JT Brown,9263,Jack Brown,England,John Thomas Brown,nan,Right-hand bat,Legbreak
GF Cardos,1510124,,,,,,
PR Carlstein,44424,Peter Carlstein,South Africa,Peter Rudolph Carlstein,nan,Right-hand bat,Legbreak
C Cassell,1444192,,,,,,
JV Chand,1514016,,,,,,
A Chenthamara,1480306,,,,,,
EW Clark,10739,Nobby Clark,England,Edward Winchester Clark,nan,Left-hand bat,Left-arm fast
K Cranston,10862,Ken Cranston,England,Kenneth Cranston,nan,Right-hand bat,Right-arm medium
H Dandapani,1156460,Hariharan Dandapani,Finland,Hariharan Dandapani,nan,Right-hand bat,Right-arm offbreak
JC Darji,1151267,Jatinkumar Darji,Tanzania,Jatinkumar Chandhubai Darji,nan,nan,nan
RR David,365126,Ramesh David,Canada,Ramesh Randeer David,Middle-order batsman,Right-hand bat,Right-arm offbreak
YP Dayal,581607,Yuvraj Paul Dayal,Suriname,Yuvraj Paul Dayal,nan,nan,nan
DC Delany,1094085,David Delany,Ireland,David Colin Alex Delany,Bowler,Left-hand bat,Right-arm medium-fast
DV Devjani Mutreja,1428738,,,,,,
Dhananjay Rao,1161032,Dhananjay Rao,Hong Kong,Dhananjay Rao,nan,Right-hand bat,Left-arm medium-fast
W Dlamini,1326797,,,,,,
J Dowling,1493418,,,,,,
KR Ebanks,379536,Kervin Ebanks,Cayman Islands,Kervin R Ebanks,nan,Right-hand bat,Right-arm medium-fast
Elan Talker,1321181,,,,,,
Elias Tilman,1510117,,,,,,
Fakhrul Mohon,1204636,,,,,,
W Ferguson,51788,Wilf Ferguson,West Indies,Wilfred Ferguson,nan,Right-hand bat,Legbreak
W Flowers,12860,Wilf Flowers,England,Wilfred Flowers,nan,Right-hand bat,Right-arm offbreak
RE Foster,12881,Tip Foster,England,Reginald Erskine Foster,nan,Right-hand bat,Right-arm fast
MD Garratt,1156440,Mark Garratt,Gibraltar,Mark Daniel Garratt,nan,Right-hand bat,Right-arm medium
L Gherasim,1198942,,,,,,
J Ghelzai,1471666,,,,,,
JM Ghorpade,28814,Jayasinghrao Ghorpade,India,Jaysinghrao Mansinghrao Ghorpade,nan,Right-hand bat,Legbreak googly
PA Gibb,13357,Paul Gibb,England,Paul Antony Gibb,nan,Right-hand bat,nan
C Gladwin,13381,Cliff Gladwin,England,Clifford Gladwin,nan,Right-hand bat,Right-arm fast-medium
TWJ Goddard,13386,Tom Goddard,England,Thomas William John Goddard,nan,Right-hand bat,Right-arm offbreak
AK Gokoel,345286,Arun Gokoel,Suriname,Arun Kamesh Gokoel,nan,Right-hand bat,Right-arm medium
CD Gopinath,28855,Coimbatarao Gopinath,India,Coimbatarao Doraikannu Gopinath,nan,Right-hand bat,Right-arm medium
TG Gordon,208755,Tyson Gordon,Canada,Tyson George Gordon,Middle-order batsman,Left-hand bat,Right-arm fast-medium
SC Guillen,37106,Sammy Guillen,West Indies,Simpson Clairmonte Guillen,nan,Right-hand bat,nan
A Gulati,364128,Akash Gulati,Bahamas,Akash Gulati,nan,nan,nan
EA Halliwell,45393,Barberton Halliwell,South Africa,Ernest Austin Halliwell,nan,Right-hand bat,nan
NS Harford,37229,Noel Harford,New Zealand,Noel Sherwin Harford,nan,Right-hand bat,nan
HL Harji,1283117,,,,,,
R Hashu,1479955,,,,,,
RC Haynes,52048,Robert Haynes,West Indies,Robert Christopher Haynes,nan,Left-hand bat,Legbreak googly
MADI Hemantha,721041,Dushan Hemantha,Sri Lanka,Munasinghe Arachchige Dushan Ishara Hemantha,nan,Right-hand bat,Legbreak
P Hingorani,1386883,,,,,,
V Hirlal,917083,Vejai Hirlal,Suriname,Vejai Hirlal,nan,nan,nan
PA Horne,37251,Phil Horne,New Zealand,Philip Andrew Horne,nan,Left-hand bat,nan
RO Hussain,25471,Omer Hussain,Scotland,Rana Omer Hussain,Batsman,Left-hand bat,nan
Ijaz Butt,40555,Ijaz Butt,Pakistan,Mohammed Ijaz Butt,nan,Right-hand bat,nan
O Isiyaku,1513981,,,,,,
Ismaeel Zia,1318856,,,,,,
A Jackson,6000,Archie Jackson,Australia,Archibald Jackson,nan,Right-hand bat,Right-arm offbreak
Jahandad Khan,1402359,,,,,,
K Jaikaran,870031,Khemraj Jaikaran,Suriname,Khemraj Jaikaran,nan,Right-hand bat,nan
H Jangariya,1378455,,,,,,
Y Jasti,1463379,,,,,,
Javid Patel,1089813,Javid Patel,Zambia,Javid Patel,nan,nan,nan
K Jethi,23862,Karun Jethi,Canada,Karun Jethi,Batsman,Right-hand bat,Right-arm offbreak
HJ Jordaan,396575,Henno Jordaan,South Africa,Hendrik Johannes Jordaan,nan,Right-hand bat,Right-arm medium
K Joshi,1101787,Kunal Joshi,Austria,Kunal Joshi,nan,nan,nan
RR Joshi,1111473,Rishiv Joshi,Canada,Rishiv Ragav Joshi,nan,Left-hand bat,Left-arm medium-fast
VWC Jupp,15572,Vallance Jupp,England,Vallance William Crisp Jupp,nan,Right-hand bat,Right-arm offbreak
UT Kaisala,519044,Uala Kaisala,Samoa,Uala Taitoe Kaisala,Wicketkeeper,Right-hand bat,nan
NA Karnik,1321990,,,,,,
PHT Kaushal,465797,Tharindu Kaushal,Sri Lanka,Paskuwal Handi Tharindu Kaushal,Bowler,Right-hand bat,Right-arm offbreak
MJM Kavana,1447226,,,,,,
Kawsar Khan,1403925,,,,,,
HJ Keith,45793,Headley Keith,South Africa,Headley James Keith,nan,Left-hand bat,Slow left-arm orthodox
MF Kent,6143,Martin Kent,Australia,Martin Francis Kent,nan,Right-hand bat,nan
D Kenyon,15866,Don Kenyon,England,Donald Kenyon,nan,Right-hand bat,Right-arm medium
Khalid Shah,1141545,Khalid Shah,United Arab Emirates,Khalid Shah,nan,nan,nan
Kulwinderjeet Singh,1413607,,,,,,
T Kumaran,30157,Thirunavukkarasu Kumaran,India,Thirunavukkarasu Kumaran,nan,Right-hand bat,Right-arm medium
UKPW Kumaranayaka,1172132,Wasantha Kumaranayaka,Kuwait,Pradeep Wasantha Kumaranayaka Ududumbara Kirihathanalage,nan,Right-hand bat,Slow left-arm orthodox
TK Lal,1323623,,,,,,
James Langridge,16195,James Langridge,England,James Langridge,nan,Left-hand bat,Slow left-arm orthodox
J Lassayo,1155535,John Lassayo,Sierra Leone,John Lassayo,nan,Right-hand bat,Right-arm offbreak
LJ Leokaoke,1345171,,,,,,
Liaqat Ali,41246,Liaqat Ali,Pakistan,Liaqat Ali Khan,nan,Right-hand bat,Left-arm medium-fast
PA McAlister,6536,Peter McAlister,Australia,Peter Alexander McAlister,nan,Right-hand bat,nan
GG Macaulay,16857,George Macaulay,England,George Gibson Macaulay,nan,Right-hand bat,nan
G MacGregor,16862,Gregor MacGregor,England,Gregor MacGregor,nan,Right-hand bat,nan
AH McKinnon,46210,Atholl McKinnon,South Africa,Atholl Henry McKinnon,nan,Right-hand bat,Slow left-arm orthodox
DVD Madampage,1493434,,,,,,
RM Magare,1448033,,,,,,
NA Maiolo,1156452,Nicholas Maiolo,Italy,Nicholas Antony Maiolo,nan,Right-hand bat,Slow left-arm orthodox
Z Makadji,1345191,,,,,,
L Makgale,1107685,Losika Makgale,Botswana,Losika Makgale,nan,Right-hand bat,Right-arm medium
D Matla,1441658,,,,,,
BAD Manenti,1065115,Benjamin Manenti,Australia,Benjamin Andrew Davey Manenti,nan,Right-hand bat,Right-arm offbreak
Mohammad Ali,1158175,Mohammad Ali,Pakistan,Mohammad Ali,nan,Right-hand bat,Right-arm slow-medium
JW Martin,6509,Johnny Martin,Australia,John Wesley Martin,nan,Left-hand bat,"Slow left-arm orthodox, Slow left-arm chinaman"
TJ Matthews,6527,Jimmy Matthews,Australia,Thomas James Matthews,nan,Right-hand bat,Legbreak
S Mba,1155531,Samuel Mba,Nigeria,Samuel Mba,nan,Right-hand bat,nan
VL Mehra,30974,Vijay Mehra,India,Vijay Laxman Mehra,nan,Right-hand bat,Right-arm bowler
D Mendonca,1510120,,,,,,
AB Mengoumou,1286503,,,,,,
Mohamed Ishmath,1411184,,,,,,
Mohamed Turay,1513989,,,,,,
Mohammad Iqbal,41440,Mohammad Iqbal,Canada,Mohammad Iqbal,Batsman,Right-hand bat,Right-arm fast-medium
Mohammad Ishaq,1076579,Mohammad Ishaq,Afghanistan,Mohammad Ishaq,nan,nan,nan
Mohammed Qasim,943281,Mohammed Qasim,United Arab Emirates,Mohammed Qasim,nan,Right-hand bat,nan
RDS Morein,1510125,,,,,,
GRD Munasinghe,467408,Gayashan Munasinghe,Italy,Gayashan Ranga de Silva Munasinghe,nan,Right-hand bat,Right-arm medium-fast
G Murali,1182020,,,,,,
Nadeem Khan,1500478,,,,,,
A Nagarajan,1460178,,,,,,
Naseem Khan,1323449,,,,,,
S Navaratne,550194,Supun Navaratne,Sri Lanka,Kandage Tharaka Supun Navaratne,Bowler,Right-hand bat,nan
Nazmul Huda,1510119,,,,,,
FFZ Nhaduate,493760,Vevesh Hassani,Zimbabwe,Vevesh Hassani,nan,nan,nan
D Norotam,1479954,,,,,,
NT Nyamhuri,1409283,,,,,,
Obed Yosef,1115053,Obed Yosef,Vanuatu,Obed Yosef,nan,nan,nan
EO Odumbe,24706,Tito Odumbe,Kenya,Edward Oluoch Odumbe,nan,Right-hand bat,Right-arm medium
Omar Hayat,366750,Omar Hayat,Denmark,Omar Hayat,nan,Right-hand bat,Right-arm offbreak
A Oxley,1463244,,,,,,
AM Oyede,522225,Leke Oyede,Nigeria,Adeleke Mutiu Oyede,nan,Right-hand bat,Right-arm medium
E Packard,1204626,,,,,,
HMHE Parsons,1493437,,,,,,
AAA Patel,1163136,Ayaj Patel,Lesotho,Ayaj Ashraf Ali Patel,nan,nan,nan
AK Patel,32226,Ashok Patel,India,Ashok Kurjibhai Patel,nan,Right-hand bat,Right-arm offbreak
ARH Patel,1476212,,,,,,
N Pathan,1093679,Naveed Pathan,Thailand,Naveed Pathan,nan,Right-hand bat,Right-arm medium
TRO Payne,52672,Thelston Payne,West Indies,Thelston Rodney O'Neale Payne,nan,Left-hand bat,nan
PI Philpott,7117,Peter Philpott,Australia,Peter Ian Philpott,Allrounder,Right-hand bat,Legbreak googly
RJ Pierre,1155603,Jean Rukundo,Rwanda,Jean Pierre Rukundo,nan,nan,nan
R Pilling,18536,Dick Pilling,England,Richard Pilling,nan,Right-hand bat,nan
EDS Pimheiro,1510121,,,,,,
OL Pitcher,23702,Oliver Pitcher,Bermuda,Oliver Llewylln Pitcher,Allrounder,Right-hand bat,Right-arm medium
DB Pithey,46761,David Pithey,South Africa,David Bartlett Pithey,nan,Right-hand bat,Right-arm offbreak
WR Playle,38125,Bill Playle,New Zealand,William Rodger Playle,nan,Right-hand bat,Right-arm offbreak
Raihan Hossain,1510114,,,,,,
Rahat Kazi,1510122,,,,,,
A Rajshekara,1392862,,,,,,
Rakibul Hasan,671889,Rakibul Hasan,Italy,Rakibul Hasan,nan,Left-hand bat,Slow left-arm orthodox
A Rangaswamy,859409,Adithiya Rangaswamy,Botswana,Adithiya Rangaswamy,nan,nan,nan
Ranjit Singh,1499370,,,,,,
J Reb,1203877,,,,,,
DA Renneberg,7328,David Renneberg,Australia,David Alexander Renneberg,nan,Right-hand bat,Right-arm fast
Riaz Hassan,1061090,Riaz Hussan,Afghanistan,Riaz Hussan,nan,Right-hand bat,nan
KE Rigg,7356,Keith Rigg,Australia,Keith Edward Rigg,nan,Right-hand bat,nan
ADG Roberts,38253,Andy Roberts,New Zealand,Andrew Duncan Glenn Roberts,nan,Right-hand bat,Right-arm medium
MJ Ross,1156454,Michael Ross,Italy,Michael James Ross,nan,Right-hand bat,Right-arm offbreak
Saadat Ali,42599,Saadat Ali,Pakistan,Saadat Ali,nan,Right-hand bat,Right-arm offbreak
Saghir Khan,1460539,,,,,,
Sajid Khan,1445609,,,,,,
Salman Nazar,423510,Salman Nazar,Canada,Salman Bin Nazar,nan,Left-hand bat,Slow left-arm orthodox
S Samal,346613,Subhasis Samal,Rwanda,Subhasis Samal,nan,nan,nan
JRMVB Sanjaya,422092,Vikum Sanjaya,Sri Lanka,Jayasundara Ranasinghe Mudiyanselage Vikum Bandara Sanjaya,Bowler,Right-hand bat,Right-arm fast-medium
Sarandeep Singh,34211,Sarandeep Singh,India,Sarandeep Singh,nan,Right-hand bat,Right-arm offbreak
H Satheedevi,1445604,,,,,,
K Sathish,1179843,,,,,,
Sazzad Hosen,1230630,,,,,,
HJH Scott,7581,Tup Scott,Australia,Henry James Herbert Scott,nan,Right-hand bat,Right-arm medium-fast
OC Scott,52925,Tommy Scott,West Indies,Oscar Charles Scott,nan,Right-hand bat,Legbreak googly
Shadab Kabir,42634,Shadab Kabir,Pakistan,Mohammad Shadab Kabir Siddiqi,nan,Left-hand bat,Right-arm offbreak
Shamsullah Ehsan,1323434,,,,,,
U Shantu,1479956,,,,,,
MA Sherry,1482334,,,,,,
K Shivam,1428751,,,,,,
Shoaib Ali,436997,Shoaib Ali,Saudi Arabia,Shoaib Ali,nan,Right-hand bat,Right-arm offbreak
KJ Silva,50429,Jayantha Silva,Sri Lanka,Kelaniyage Jayantha Silva,Bowler,Right-hand bat,Slow left-arm orthodox
Simandeep Singh,633410,Simandeep Singh,Hong Kong,Simandeep Pansotra Singh,Middle-order batsman,Right-hand bat,nan
VA Singh,345290,Vishaul Singh,Suriname,Vishaul Angad Singh,nan,Right-hand bat,Right-arm offbreak
R Smith,1463213,,,,,,
XSD Smith,1463544,,,,,,
Suhail Sattar,1510115,,,,,,
Soyeb Pendi,1440950,,,,,,
SK Springer,820689,Shamar Springer,West Indies,Shamar Kamal Springer,Allrounder,Right-hand bat,Right-arm fast-medium
J Stanigze,1442096,,,,,,
RD Steede,23760,Ryan Steede,Bermuda,Ryan D'Von Steede,nan,Right-hand bat,Right-arm fast-medium
MJ Stewart,20376,Micky Stewart,England,Michael James Stewart,nan,Right-hand bat,Right-arm medium
S Sugaya-Slater,1484955,,,,,,
K Suttisan,1058966,Kiatiwut Suttisan,Thailand,Kiatiwut Suttisan,nan,Right-hand bat,Right-arm medium-fast
Tanvir Ahmed,43307,Tanvir Ahmed,Pakistan,Tanvir Ahmed,Bowler,Right-hand bat,Right-arm fast-medium
Taslim Arif,43275,Taslim Arif,Pakistan,Taslim Arif Abbasi,nan,Right-hand bat,Right-arm medium
R Thapliyal,1380680,,,,,,
G Thomas,7934,Grahame Thomas,Australia,Grahame Thomas,nan,Right-hand bat,nan
JG Thomas,21512,Greg Thomas,England,John Gregory Thomas,nan,Right-hand bat,Right-arm fast
RA Thomas,1159654,Rodrigo Thomas,Canada,Rodrigo Augustine Thomas,nan,Left-hand bat,nan
OSB Tilley,1442091,,,,,,
J Trembeath-Moro,1312418,,,,,,
JL Tutty,1447230,,,,,,
Ubaid Martuza,633605,Ubaid Minhas,Bahrain,Ubaid Minhas,nan,nan,nan
Umair Sharif,1397998,,,,,,
Usman Ali,1143517,Usman Ali,Saudi Arabia,Usman Ali,nan,Right-hand bat,Slow left-arm orthodox
VL Mukesh,585541,Mukesh Vadodariya,Seychelles,Mukesh Lalji Vadodariya,nan,nan,nan
M Vandrasi,1447947,,,,,,
P Vekaria,1273410,,,,,,
J Vijay,1437209,,,,,,
ZXM Vukusic,1442092,,,,,,
SB Wagh,1428735,,,,,,
Walter Behr,1318790,,,,,,
JT Ward,38741,John Ward,New Zealand,John Thomas Ward,nan,Right-hand bat,nan
SM Warnakulasuriya,1386550,,,,,,
C Webster,1358611,,,,,,
Inzamam-ul-Haq,40570,Inzamam-ul-Haq,Pakistan,Inzamam-ul-Haq,nan,Right-hand bat,Slow left-arm orthodox
SR Waugh,8192,Steve Waugh,Australia,Stephen Rodger Waugh,Middle-order batsman,Right-hand bat,Right-arm medium
Mushfiqur Rahim,56029,Mushfiqur Rahim,Bangladesh,Mohammad Mushfiqur Rahim,Wicketkeeper batsman,Right-hand bat,nan
Wasim Akram,43547,Wasim Akram,Pakistan,Wasim Akram,nan,Left-hand bat,Left-arm fast
M Azharuddin,26329,Mohammad Azharuddin,India,Mohammad Azharuddin,nan,Right-hand bat,Right-arm medium
BC Lara,52337,Brian Lara,West Indies,Brian Charles Lara,nan,Left-hand bat,Legbreak googly
Mahmudullah,56025,Mahmudullah,Bangladesh,Mohammad Mahmudullah,Allrounder,Right-hand bat,Right-arm offbreak
AR Border,4174,Allan Border,Australia,Allan Robert Border,Middle-order batsman,Left-hand bat,Slow left-arm orthodox
JM Anderson,8608,James Anderson,England,James Michael Anderson,Bowler,Left-hand bat,Right-arm fast-medium
PA de Silva,48462,Aravinda de Silva,Sri Lanka,Pinnaduwage Aravinda de Silva,nan,Right-hand bat,Right-arm offbreak
Tamim Iqbal,56194,Tamim Iqbal,Bangladesh,Tamim Iqbal Khan,Opening batsman,Left-hand bat,nan
Saleem Malik,42623,Saleem Malik,Pakistan,Saleem Malik,nan,Right-hand bat,"Right-arm slow-medium, Right-arm offbreak"
Mohammad Yousuf,43650,Mohammad Yousuf,Pakistan,Mohammad Yousuf,nan,Right-hand bat,Right-arm offbreak
ME Waugh,8189,Mark Waugh,Australia,Mark Edward Waugh,nan,Right-hand bat,"Right-arm medium, Right-arm offbreak"
A Ranatunga,50244,Arjuna Ranatunga,Sri Lanka,Arjuna Ranatunga,nan,Left-hand bat,Right-arm medium
MS Atapattu,48124,Marvan Atapattu,Sri Lanka,Marvan Samson Atapattu,nan,Right-hand bat,Legbreak
Javed Miandad,40879,Javed Miandad,Pakistan,Mohammad Javed Miandad Khan,nan,Right-hand bat,Legbreak googly
N Kapil Dev,30028,Kapil Dev,India,Kapildev Ramlal Nikhanj,nan,Right-hand bat,Right-arm fast-medium
DL Haynes,52047,Desmond Haynes,West Indies,Desmond Leo Haynes,nan,Right-hand bat,nan
Waqar Younis,43543,Waqar Younis,Pakistan,Waqar Younis Maitla,nan,Right-hand bat,Right-arm fast
