url,series_name
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-zimbabwe-2nd-match-66249/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/pakistan-vs-zimbabwe-3rd-match-66250/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-pakistan-4th-match-66251/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/pakistan-vs-zimbabwe-5th-match-66252/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-pakistan-6th-match-66253/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-pakistan-1st-final-66254/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-pakistan-2nd-final-66255/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-pakistan-3rd-final-66256/match-report,"Cable & Wireless One Day International Series (Pakistan
https://www.espncricinfo.com/series/australia-tour-of-south-africa-1999-00-61371/south-africa-vs-australia-1st-odi-64662/match-report,"Australia in South Africa ODI Series
https://www.espncricinfo.com/series/australia-tour-of-south-africa-1999-00-61371/south-africa-vs-australia-2nd-odi-64663/match-report,"Australia in South Africa ODI Series
https://www.espncricinfo.com/series/australia-tour-of-south-africa-1999-00-61371/south-africa-vs-australia-3rd-odi-64664/match-report,"Australia in South Africa ODI Series
https://www.espncricinfo.com/series/singer-triangular-series-2000-61068/sri-lanka-vs-pakistan-1st-match-66257/match-report,"Singer Triangular Series (Pakistan
https://www.espncricinfo.com/series/singer-triangular-series-2000-61068/sri-lanka-vs-south-africa-2nd-match-66258/match-report,"Singer Triangular Series (Pakistan
https://www.espncricinfo.com/series/natwest-series-2000-61069/west-indies-vs-zimbabwe-1st-match-66264/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/england-vs-zimbabwe-2nd-match-66265/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/england-vs-west-indies-3rd-match-66266/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/west-indies-vs-zimbabwe-4th-match-66267/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/england-vs-zimbabwe-5th-match-66268/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/england-vs-west-indies-6th-match-66269/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/west-indies-vs-zimbabwe-7th-match-66270/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/england-vs-zimbabwe-8th-match-66271/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/england-vs-west-indies-9th-match-66272/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/natwest-series-2000-61069/england-vs-zimbabwe-final-66273/match-report,"NatWest Series (England
https://www.espncricinfo.com/series/south-africa-tour-of-australia-2000-61829/australia-vs-south-africa-1st-odi-64665/match-report,"South Africa in Australia ODI Series
https://www.espncricinfo.com/series/south-africa-tour-of-australia-2000-61829/australia-vs-south-africa-2nd-odi-64666/match-report,"South Africa in Australia ODI Series
https://www.espncricinfo.com/series/south-africa-tour-of-australia-2000-61829/australia-vs-south-africa-3rd-odi-64667/match-report,"South Africa in Australia ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-zimbabwe-2000-01-62103/zimbabwe-vs-new-zealand-1st-odi-64668/match-report,"New Zealand in Zimbabwe ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-zimbabwe-2000-01-62103/zimbabwe-vs-new-zealand-2nd-odi-64669/match-report,"New Zealand in Zimbabwe ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-zimbabwe-2000-01-62103/zimbabwe-vs-new-zealand-3rd-odi-64670/match-report,"New Zealand in Zimbabwe ODI Series
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/kenya-vs-india-1st-pqf-66170/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/sri-lanka-vs-west-indies-2nd-pqf-66171/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/bangladesh-vs-england-3rd-pqf-66172/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/australia-vs-india-1st-qf-66173/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/pakistan-vs-sri-lanka-2nd-qf-66174/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/new-zealand-vs-zimbabwe-3rd-qf-66175/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/england-vs-south-africa-4th-qf-66176/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/india-vs-new-zealand-final-66179/match-report,"ICC KnockOut (in Kenya)
https://www.espncricinfo.com/series/godrej-singapore-challenge-2000-61071/new-zealand-vs-pakistan-1st-match-66237/match-report,"Godrej Singapore Challenge (New Zealand
https://www.espncricinfo.com/series/godrej-singapore-challenge-2000-61071/pakistan-vs-south-africa-2nd-match-66238/match-report,"Godrej Singapore Challenge (New Zealand
https://www.espncricinfo.com/series/godrej-singapore-challenge-2000-61071/new-zealand-vs-south-africa-3rd-match-66239/match-report,"Godrej Singapore Challenge (New Zealand
https://www.espncricinfo.com/series/godrej-singapore-challenge-2000-61071/pakistan-vs-south-africa-final-66240/match-report,"Godrej Singapore Challenge (New Zealand
https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/india-vs-sri-lanka-1st-match-65894/match-report,"Coca-Cola Champions Trophy (India
https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/sri-lanka-vs-zimbabwe-2nd-match-65895/match-report,"Coca-Cola Champions Trophy (India
https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/india-vs-zimbabwe-3rd-match-65896/match-report,"Coca-Cola Champions Trophy (India
https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/sri-lanka-vs-zimbabwe-4th-match-65897/match-report,"Coca-Cola Champions Trophy (India
https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/india-vs-zimbabwe-5th-match-65898/match-report,"Coca-Cola Champions Trophy (India
https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/india-vs-sri-lanka-6th-match-65899/match-report,"Coca-Cola Champions Trophy (India
https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/india-vs-sri-lanka-final-65900/match-report,"Coca-Cola Champions Trophy (India
https://www.espncricinfo.com/series/zimbabwe-tour-of-india-2000-01-62020/india-vs-zimbabwe-1st-odi-64680/match-report,"Zimbabwe in India ODI Series
https://www.espncricinfo.com/series/zimbabwe-tour-of-india-2000-01-62020/india-vs-zimbabwe-2nd-odi-64681/match-report,"Zimbabwe in India ODI Series
https://www.espncricinfo.com/series/zimbabwe-tour-of-india-2000-01-62020/india-vs-zimbabwe-3rd-odi-64682/match-report,"Zimbabwe in India ODI Series
https://www.espncricinfo.com/series/zimbabwe-tour-of-india-2000-01-62020/india-vs-zimbabwe-4th-odi-64683/match-report,"Zimbabwe in India ODI Series
https://www.espncricinfo.com/series/zimbabwe-tour-of-india-2000-01-62020/india-vs-zimbabwe-5th-odi-64684/match-report,"Zimbabwe in India ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-south-africa-2000-01-62097/south-africa-vs-new-zealand-1st-odi-64671/match-report,"New Zealand in South Africa ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-south-africa-2000-01-62097/south-africa-vs-new-zealand-2nd-odi-64672/match-report,"New Zealand in South Africa ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-south-africa-2000-01-62097/south-africa-vs-new-zealand-3rd-odi-64674/match-report,"New Zealand in South Africa ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-south-africa-2000-01-62097/south-africa-vs-new-zealand-4th-odi-64676/match-report,"New Zealand in South Africa ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-south-africa-2000-01-62097/south-africa-vs-new-zealand-5th-odi-64678/match-report,"New Zealand in South Africa ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-south-africa-2000-01-62097/south-africa-vs-new-zealand-6th-odi-64679/match-report,"New Zealand in South Africa ODI Series
https://www.espncricinfo.com/series/england-tour-of-pakistan-2000-01-61759/pakistan-vs-england-1st-odi-64673/match-report,"England in Pakistan ODI Series
https://www.espncricinfo.com/series/england-tour-of-pakistan-2000-01-61759/pakistan-vs-england-2nd-odi-64675/match-report,"England in Pakistan ODI Series
https://www.espncricinfo.com/series/england-tour-of-pakistan-2000-01-61759/pakistan-vs-england-3rd-odi-64677/match-report,"England in Pakistan ODI Series
https://www.espncricinfo.com/series/zimbabwe-tour-of-new-zealand-2000-01-62003/new-zealand-vs-zimbabwe-2nd-odi-64688/match-report,"Zimbabwe in New Zealand ODI Series
https://www.espncricinfo.com/series/zimbabwe-tour-of-new-zealand-2000-01-62003/new-zealand-vs-zimbabwe-3rd-odi-64689/match-report,"Zimbabwe in New Zealand ODI Series
