text,url,table_index,link_type
"Australia in South Africa ODI Series, 1993/94",https://www.espncricinfo.com/series/australia-in-south-africa-odi-series-1993-94-60952/match-schedule-fixtures-and-results,1,series
"Pepsi Austral-Asia Cup (Australia, India, New Zealand, Pakistan, Sri Lanka, United Arab Emirates in United Arab Emirates), 1993/94",https://www.espncricinfo.com/series/pepsi-austral-asia-cup-1993-94-60955/match-schedule-fixtures-and-results,1,series
"Texaco Trophy (New Zealand in England), 1994",https://www.espncricinfo.com/series/texaco-trophy-1994-60956/match-schedule-fixtures-and-results,1,series
"Pakistan in Sri Lanka ODI Series, 1994",https://www.espncricinfo.com/series/pakistan-in-sri-lanka-odi-series-1994-60957/match-schedule-fixtures-and-results,1,series
"Texaco Trophy (South Africa in England), 1994",https://www.espncricinfo.com/series/texaco-trophy-1994-60958/match-schedule-fixtures-and-results,1,series
"Singer World Series (Australia, India, Pakistan, Sri Lanka in Sri Lanka), 1994",https://www.espncricinfo.com/series/singer-world-series-1994-60959/match-schedule-fixtures-and-results,1,series
"Wills Triangular Series (Australia, Pakistan, South Africa in Pakistan), 1994/95",https://www.espncricinfo.com/series/wills-triangular-series-1994-95-60960/match-schedule-fixtures-and-results,1,series
"Wills World Series (India, New Zealand, West Indies in India), 1994/95",https://www.espncricinfo.com/series/wills-world-series-1994-95-60962/match-schedule-fixtures-and-results,1,series
"Sri Lanka in Zimbabwe ODI Series, 1994/95",https://www.espncricinfo.com/series/sri-lanka-in-zimbabwe-odi-series-1994-95-60963/match-schedule-fixtures-and-results,1,series
"West Indies in India ODI Series, 1994/95",https://www.espncricinfo.com/series/west-indies-in-india-odi-series-1994-95-60961/match-schedule-fixtures-and-results,1,series
"Benson & Hedges World Series (Australia, Australia A, England, Zimbabwe in Australia), 1994/95",https://www.espncricinfo.com/series/benson-hedges-world-series-1994-95-60964/match-schedule-fixtures-and-results,1,series
"Mandela Trophy (New Zealand, Pakistan, South Africa, Sri Lanka in South Africa), 1994/95",https://www.espncricinfo.com/series/mandela-trophy-1994-95-60965/match-schedule-fixtures-and-results,1,series
"West Indies in New Zealand ODI Series, 1994/95",https://www.espncricinfo.com/series/west-indies-in-new-zealand-odi-series-1994-95-60966/match-schedule-fixtures-and-results,1,series
"Pakistan in Zimbabwe ODI Series, 1994/95",https://www.espncricinfo.com/series/pakistan-in-zimbabwe-odi-series-1994-95-60968/match-schedule-fixtures-and-results,1,series
"New Zealand Centenary Tournament (Australia, India, New Zealand, South Africa), 1994/95",https://www.espncricinfo.com/series/new-zealand-centenary-tournament-1994-95-60967/match-schedule-fixtures-and-results,1,series
"Australia in West Indies ODI Series, 1994/95",https://www.espncricinfo.com/series/australia-in-west-indies-odi-series-1994-95-60969/match-schedule-fixtures-and-results,1,series
"Sri Lanka in New Zealand ODI Series, 1994/95",https://www.espncricinfo.com/series/sri-lanka-in-new-zealand-odi-series-1994-95-60970/match-schedule-fixtures-and-results,1,series
"Pepsi Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in United Arab Emirates), 1994/95",https://www.espncricinfo.com/series/pepsi-asia-cup-1994-95-60971/match-schedule-fixtures-and-results,1,series
"Texaco Trophy (West Indies in England), 1995",https://www.espncricinfo.com/series/texaco-trophy-1995-60972/match-schedule-fixtures-and-results,1,series
"Sri Lanka in Pakistan ODI Series, 1995/96",https://www.espncricinfo.com/series/sri-lanka-in-pakistan-odi-series-1995-96-60973/match-schedule-fixtures-and-results,1,series
"Singer Champions Trophy (Pakistan, Sri Lanka, West Indies in United Arab Emirates), 1995/96",https://www.espncricinfo.com/series/singer-champions-trophy-1995-96-60974/match-schedule-fixtures-and-results,1,series
"South Africa in Zimbabwe ODI Series, 1995/96",https://www.espncricinfo.com/series/south-africa-in-zimbabwe-odi-series-1995-96-60975/match-schedule-fixtures-and-results,1,series
"New Zealand in India ODI Series, 1995/96",https://www.espncricinfo.com/series/new-zealand-in-india-odi-series-1995-96-60976/match-schedule-fixtures-and-results,1,series
"Pakistan in New Zealand ODI Series, 1995/96",https://www.espncricinfo.com/series/pakistan-in-new-zealand-odi-series-1995-96-60977/match-schedule-fixtures-and-results,1,series
"Benson & Hedges World Series (Australia, Sri Lanka, West Indies in Australia), 1995/96",https://www.espncricinfo.com/series/benson-hedges-world-series-1995-96-60978/match-schedule-fixtures-and-results,1,series
"England in South Africa ODI Series, 1995/96",https://www.espncricinfo.com/series/england-in-south-africa-odi-series-1995-96-60979/match-schedule-fixtures-and-results,1,series
"Zimbabwe in New Zealand ODI Series, 1995/96",https://www.espncricinfo.com/series/zimbabwe-in-new-zealand-odi-series-1995-96-60980/match-schedule-fixtures-and-results,1,series
"Wills World Cup (in India/Pakistan/Sri Lanka), 1995/96",https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/match-schedule-fixtures-and-results,1,series
"New Zealand in West Indies ODI Series, 1995/96",https://www.espncricinfo.com/series/new-zealand-in-west-indies-odi-series-1995-96-60982/match-schedule-fixtures-and-results,1,series
"Singer Cup (India, Pakistan, Sri Lanka in Singapore), 1995/96",https://www.espncricinfo.com/series/singer-cup-1995-96-60983/match-schedule-fixtures-and-results,1,series
"Sri Lanka in West Indies ODI Match, 1995/96",https://www.espncricinfo.com/series/sri-lanka-in-west-indies-odi-match-1995-96-60985/match-schedule-fixtures-and-results,1,series
"Pepsi Sharjah Cup (India, Pakistan, South Africa in United Arab Emirates), 1995/96",https://www.espncricinfo.com/series/pepsi-sharjah-cup-1995-96-60984/match-schedule-fixtures-and-results,1,series
"Texaco Trophy (India in England), 1996",https://www.espncricinfo.com/series/texaco-trophy-1996-60986/match-schedule-fixtures-and-results,1,series
"Texaco Trophy (Pakistan in England), 1996",https://www.espncricinfo.com/series/texaco-trophy-1996-60988/match-schedule-fixtures-and-results,1,series
"Singer World Series (Australia, India, Sri Lanka, Zimbabwe in Sri Lanka), 1996",https://www.espncricinfo.com/series/singer-world-series-1996-60987/match-schedule-fixtures-and-results,1,series
"Sahara 'Friendship' Cup (India, Pakistan in Canada), 1996",https://www.espncricinfo.com/series/sahara-friendship-cup-1996-60989/match-schedule-fixtures-and-results,1,series
"KCA Centenary Tournament (Kenya, Pakistan, South Africa, Sri Lanka in Kenya), 1996/97",https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/match-schedule-fixtures-and-results,1,series
"Zimbabwe in Pakistan ODI Series, 1996/97",https://www.espncricinfo.com/series/zimbabwe-in-pakistan-odi-series-1996-97-60992/match-schedule-fixtures-and-results,1,series
"Titan Cup (Australia, India, South Africa in India), 1996/97",https://www.espncricinfo.com/series/titan-cup-1996-97-60991/match-schedule-fixtures-and-results,1,series
"Singer Champions Trophy (New Zealand, Pakistan, Sri Lanka in United Arab Emirates), 1996/97",https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/match-schedule-fixtures-and-results,1,series
"New Zealand in Pakistan ODI Series, 1996/97",https://www.espncricinfo.com/series/new-zealand-in-pakistan-odi-series-1996-97-60994/match-schedule-fixtures-and-results,1,series
"Mohinder Amarnath Benefit Match (South Africa in India), 1996/97",https://www.espncricinfo.com/series/mohinder-amarnath-benefit-match-1996-97-60996/match-schedule-fixtures-and-results,1,series
"England in Zimbabwe ODI Series, 1996/97",https://www.espncricinfo.com/series/england-in-zimbabwe-odi-series-1996-97-60997/match-schedule-fixtures-and-results,1,series
"Carlton & United Series (Australia, Pakistan, West Indies in Australia), 1996/97",https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/match-schedule-fixtures-and-results,1,series
"Standard Bank International One-Day Series (India, South Africa, Zimbabwe in South Africa), 1996/97",https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/match-schedule-fixtures-and-results,1,series
"India in Zimbabwe ODI Series, 1996/97",https://www.espncricinfo.com/series/india-in-zimbabwe-odi-series-1996-97-60999/match-schedule-fixtures-and-results,1,series
"England in New Zealand ODI Series, 1996/97",https://www.espncricinfo.com/series/england-in-new-zealand-odi-series-1996-97-61000/match-schedule-fixtures-and-results,1,series
"Sri Lanka in New Zealand ODI Series, 1996/97",https://www.espncricinfo.com/series/sri-lanka-in-new-zealand-odi-series-1996-97-61001/match-schedule-fixtures-and-results,1,series
"Singer-Akai Cup (Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates), 1996/97",https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/match-schedule-fixtures-and-results,1,series
"Australia in South Africa ODI Series, 1996/97",https://www.espncricinfo.com/series/australia-in-south-africa-odi-series-1996-97-61002/match-schedule-fixtures-and-results,1,series
"India in West Indies ODI Series, 1996/97",https://www.espncricinfo.com/series/india-in-west-indies-odi-series-1996-97-61004/match-schedule-fixtures-and-results,1,series
"Texaco Trophy (Australia in England), 1997",https://www.espncricinfo.com/series/texaco-trophy-1997-61006/match-schedule-fixtures-and-results,1,series
"Pepsi Independence Cup (India, New Zealand, Pakistan, Sri Lanka in India), 1997",https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/match-schedule-fixtures-and-results,1,series
"Sri Lanka in West Indies ODI Match, 1997",https://www.espncricinfo.com/series/sri-lanka-in-west-indies-odi-match-1997-61007/match-schedule-fixtures-and-results,1,series
"Pepsi Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Sri Lanka), 1997",https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/match-schedule-fixtures-and-results,1,series
"India in Sri Lanka ODI Series, 1997",https://www.espncricinfo.com/series/india-in-sri-lanka-odi-series-1997-61009/match-schedule-fixtures-and-results,1,series
"Sahara 'Friendship' Cup (India, Pakistan in Canada), 1997",https://www.espncricinfo.com/series/sahara-friendship-cup-1997-61010/match-schedule-fixtures-and-results,1,series
"India in Pakistan ODI Series, 1997/98",https://www.espncricinfo.com/series/india-in-pakistan-odi-series-1997-98-61011/match-schedule-fixtures-and-results,1,series
"New Zealand in Zimbabwe ODI Series, 1997/98",https://www.espncricinfo.com/series/new-zealand-in-zimbabwe-odi-series-1997-98-61012/match-schedule-fixtures-and-results,1,series
"President's Cup (Bangladesh, Kenya, Zimbabwe in Kenya), 1997/98",https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/match-schedule-fixtures-and-results,1,series
"Wills Quadrangular Tournament (Pakistan, South Africa, Sri Lanka, West Indies in Pakistan), 1997/98",https://www.espncricinfo.com/series/wills-quadrangular-tournament-1997-98-61014/match-schedule-fixtures-and-results,1,series
"Akai-Singer Champions Trophy (England, India, Pakistan, West Indies in United Arab Emirates), 1997/98",https://www.espncricinfo.com/series/akai-singer-champions-trophy-1997-98-61016/match-schedule-fixtures-and-results,1,series
"Sri Lanka in India ODI Series, 1997/98",https://www.espncricinfo.com/series/sri-lanka-in-india-odi-series-1997-98-61017/match-schedule-fixtures-and-results,1,series
"Silver Jubilee Independence Cup (Bangladesh, India, Pakistan in Bangladesh), 1997/98",https://www.espncricinfo.com/series/silver-jubilee-independence-cup-1997-98-61018/match-schedule-fixtures-and-results,1,series
"Zimbabwe in Sri Lanka ODI Series, 1997/98",https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-odi-series-1997-98-61019/match-schedule-fixtures-and-results,1,series
"Carlton & United Series (Australia, New Zealand, South Africa in Australia), 1997/98",https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/match-schedule-fixtures-and-results,1,series
"Australia in New Zealand ODI Series, 1997/98",https://www.espncricinfo.com/series/australia-in-new-zealand-odi-series-1997-98-61021/match-schedule-fixtures-and-results,1,series
"Zimbabwe in New Zealand ODI Series, 1997/98",https://www.espncricinfo.com/series/zimbabwe-in-new-zealand-odi-series-1997-98-61020/match-schedule-fixtures-and-results,1,series
"Pakistan in Zimbabwe ODI Series, 1997/98",https://www.espncricinfo.com/series/pakistan-in-zimbabwe-odi-series-1997-98-61022/match-schedule-fixtures-and-results,1,series
"England in West Indies ODI Series, 1997/98",https://www.espncricinfo.com/series/england-in-west-indies-odi-series-1997-98-61023/match-schedule-fixtures-and-results,1,series
"Pepsi Triangular Series (Australia, India, Zimbabwe in India), 1997/98",https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/match-schedule-fixtures-and-results,1,series
"Standard Bank International One-Day Series (Pakistan, South Africa, Sri Lanka in South Africa), 1997/98",https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/match-schedule-fixtures-and-results,1,series
"Coca-Cola Cup (Australia, India, New Zealand in United Arab Emirates), 1997/98",https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/match-schedule-fixtures-and-results,1,series
"Texaco Trophy (South Africa in England), 1998",https://www.espncricinfo.com/series/texaco-trophy-1998-61028/match-schedule-fixtures-and-results,1,series
"Coca-Cola Triangular Series (Bangladesh, India, Kenya in India), 1998",https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/match-schedule-fixtures-and-results,1,series
"Singer-Akai Nidahas Trophy (India, New Zealand, Sri Lanka in Sri Lanka), 1998",https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/match-schedule-fixtures-and-results,1,series
"Emirates Triangular Tournament (England, South Africa, Sri Lanka in England), 1998",https://www.espncricinfo.com/series/emirates-triangular-tournament-1998-61030/match-schedule-fixtures-and-results,1,series
"Sahara 'Friendship' Cup (India, Pakistan in Canada), 1998",https://www.espncricinfo.com/series/sahara-friendship-cup-1998-61031/match-schedule-fixtures-and-results,1,series
"India in Zimbabwe ODI Series, 1998/99",https://www.espncricinfo.com/series/india-in-zimbabwe-odi-series-1998-99-61032/match-schedule-fixtures-and-results,1,series
"Wills International Cup (in Bangladesh), 1998/99",https://www.espncricinfo.com/series/wills-international-cup-1998-99-61033/match-schedule-fixtures-and-results,1,series
"Australia in Pakistan ODI Series, 1998/99",https://www.espncricinfo.com/series/australia-in-pakistan-odi-series-1998-99-61034/match-schedule-fixtures-and-results,1,series
"Coca-Cola Champions Trophy (India, Sri Lanka, Zimbabwe in United Arab Emirates), 1998/99",https://www.espncricinfo.com/series/coca-cola-champions-trophy-1998-99-61035/match-schedule-fixtures-and-results,1,series
"Zimbabwe in Pakistan ODI Series, 1998/99",https://www.espncricinfo.com/series/zimbabwe-in-pakistan-odi-series-1998-99-61036/match-schedule-fixtures-and-results,1,series
"India in New Zealand ODI Series, 1998/99",https://www.espncricinfo.com/series/india-in-new-zealand-odi-series-1998-99-61037/match-schedule-fixtures-and-results,1,series
"West Indies in South Africa ODI Series, 1998/99",https://www.espncricinfo.com/series/west-indies-in-south-africa-odi-series-1998-99-61039/match-schedule-fixtures-and-results,1,series
"Carlton & United Series (Australia, England, Sri Lanka in Australia), 1998/99",https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/match-schedule-fixtures-and-results,1,series
"Pakistan in Bangladesh ODI Match, 1998/99",https://www.espncricinfo.com/series/pakistan-in-bangladesh-odi-match-1998-99-61041/match-schedule-fixtures-and-results,1,series
"Meril International Cricket Tournament (Bangladesh, Kenya, Zimbabwe in Bangladesh), 1998/99",https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/match-schedule-fixtures-and-results,1,series
"South Africa in New Zealand ODI Series, 1998/99",https://www.espncricinfo.com/series/south-africa-in-new-zealand-odi-series-1998-99-61040/match-schedule-fixtures-and-results,1,series
"Pepsi Cup (India, Pakistan, Sri Lanka in India), 1998/99",https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/match-schedule-fixtures-and-results,1,series
"Coca-Cola Cup (England, India, Pakistan in United Arab Emirates), 1998/99",https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/match-schedule-fixtures-and-results,1,series
"Australia in West Indies ODI Series, 1998/99",https://www.espncricinfo.com/series/australia-in-west-indies-odi-series-1998-99-61045/match-schedule-fixtures-and-results,1,series
"ICC World Cup (in England/Ireland/Netherlands/Scotland), 1999",https://www.espncricinfo.com/series/icc-world-cup-1999-61046/match-schedule-fixtures-and-results,1,series
"Aiwa Cup (Australia, India, Sri Lanka in Sri Lanka), 1999",https://www.espncricinfo.com/series/aiwa-cup-1999-61047/match-schedule-fixtures-and-results,1,series
"Coca-Cola Singapore Challenge (India, West Indies, Zimbabwe in Singapore), 1999",https://www.espncricinfo.com/series/coca-cola-singapore-challenge-1999-61048/match-schedule-fixtures-and-results,1,series
"DMC Cup (India, West Indies in Canada), 1999",https://www.espncricinfo.com/series/dmc-cup-1999-61049/match-schedule-fixtures-and-results,1,series
"DMC Trophy (Pakistan, West Indies in Canada), 1999",https://www.espncricinfo.com/series/dmc-trophy-1999-61050/match-schedule-fixtures-and-results,1,series
"LG Cup (India, Kenya, South Africa, Zimbabwe in Kenya), 1999/00",https://www.espncricinfo.com/series/lg-cup-1999-00-61051/match-schedule-fixtures-and-results,1,series
"West Indies in Bangladesh ODI Series, 1999/00",https://www.espncricinfo.com/series/west-indies-in-bangladesh-odi-series-1999-00-61052/match-schedule-fixtures-and-results,1,series
"Coca-Cola Champions Trophy (Pakistan, Sri Lanka, West Indies in United Arab Emirates), 1999/00",https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/match-schedule-fixtures-and-results,1,series
"Australia in Zimbabwe ODI Series, 1999/00",https://www.espncricinfo.com/series/australia-in-zimbabwe-odi-series-1999-00-61054/match-schedule-fixtures-and-results,1,series
"New Zealand in India ODI Series, 1999/00",https://www.espncricinfo.com/series/new-zealand-in-india-odi-series-1999-00-61055/match-schedule-fixtures-and-results,1,series
"Sri Lanka in Zimbabwe ODI Series, 1999/00",https://www.espncricinfo.com/series/sri-lanka-in-zimbabwe-odi-series-1999-00-61056/match-schedule-fixtures-and-results,1,series
"West Indies in New Zealand ODI Series, 1999/00",https://www.espncricinfo.com/series/west-indies-in-new-zealand-odi-series-1999-00-61057/match-schedule-fixtures-and-results,1,series
"Carlton & United Series (Australia, India, Pakistan in Australia), 1999/00",https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/match-schedule-fixtures-and-results,1,series
"Standard Bank Triangular Tournament (England, South Africa, Zimbabwe in South Africa), 1999/00",https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/match-schedule-fixtures-and-results,1,series
"Sri Lanka in Pakistan ODI Series, 1999/00",https://www.espncricinfo.com/series/sri-lanka-in-pakistan-odi-series-1999-00-61060/match-schedule-fixtures-and-results,1,series
"England in Zimbabwe ODI Series, 1999/00",https://www.espncricinfo.com/series/england-in-zimbabwe-odi-series-1999-00-61061/match-schedule-fixtures-and-results,1,series
"Australia in New Zealand ODI Series, 1999/00",https://www.espncricinfo.com/series/australia-in-new-zealand-odi-series-1999-00-61062/match-schedule-fixtures-and-results,1,series
"South Africa in India ODI Series, 1999/00",https://www.espncricinfo.com/series/south-africa-in-india-odi-series-1999-00-61063/match-schedule-fixtures-and-results,1,series
"Coca-Cola Cup (India, Pakistan, South Africa in United Arab Emirates), 1999/00",https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/match-schedule-fixtures-and-results,1,series
"Australia in South Africa ODI Series, 1999/00",https://www.espncricinfo.com/series/australia-in-south-africa-odi-series-1999-00-61066/match-schedule-fixtures-and-results,1,series
"Cable & Wireless One Day International Series (Pakistan, West Indies, Zimbabwe in West Indies), 2000",https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/match-schedule-fixtures-and-results,1,series
"Asia Cup (Bangladesh, India, Pakistan, Sri Lanka in Bangladesh), 2000",https://www.espncricinfo.com/series/asia-cup-2000-61067/match-schedule-fixtures-and-results,1,series
"Singer Triangular Series (Pakistan, South Africa, Sri Lanka in Sri Lanka), 2000",https://www.espncricinfo.com/series/singer-triangular-series-2000-61068/match-schedule-fixtures-and-results,1,series
"NatWest Series (England, West Indies, Zimbabwe in England), 2000",https://www.espncricinfo.com/series/natwest-series-2000-61069/match-schedule-fixtures-and-results,1,series
"South Africa in Australia ODI Series, 2000",https://www.espncricinfo.com/series/south-africa-in-australia-odi-series-2000-61070/match-schedule-fixtures-and-results,1,series
"Godrej Singapore Challenge (New Zealand, Pakistan, South Africa in Singapore), 2000",https://www.espncricinfo.com/series/godrej-singapore-challenge-2000-61071/match-schedule-fixtures-and-results,1,series
"New Zealand in Zimbabwe ODI Series, 2000/01",https://www.espncricinfo.com/series/new-zealand-in-zimbabwe-odi-series-2000-01-61072/match-schedule-fixtures-and-results,1,series
"ICC KnockOut (in Kenya), 2000/01",https://www.espncricinfo.com/series/icc-knockout-2000-01-61073/match-schedule-fixtures-and-results,1,series
"Coca-Cola Champions Trophy (India, Sri Lanka, Zimbabwe in United Arab Emirates), 2000/01",https://www.espncricinfo.com/series/coca-cola-champions-trophy-2000-01-61074/match-schedule-fixtures-and-results,1,series
"England in Pakistan ODI Series, 2000/01",https://www.espncricinfo.com/series/england-in-pakistan-odi-series-2000-01-61076/match-schedule-fixtures-and-results,1,series
"New Zealand in South Africa ODI Series, 2000/01",https://www.espncricinfo.com/series/new-zealand-in-south-africa-odi-series-2000-01-61075/match-schedule-fixtures-and-results,1,series
"Zimbabwe in India ODI Series, 2000/01",https://www.espncricinfo.com/series/zimbabwe-in-india-odi-series-2000-01-61077/match-schedule-fixtures-and-results,1,series
"Zimbabwe in New Zealand ODI Series, 2000/01",https://www.espncricinfo.com/series/zimbabwe-in-new-zealand-odi-series-2000-01-61079/match-schedule-fixtures-and-results,1,series
"Sri Lanka in South Africa ODI Series, 2000/01",https://www.espncricinfo.com/series/sri-lanka-in-south-africa-odi-series-2000-01-61078/match-schedule-fixtures-and-results,1,series
"Carlton Series (Australia, West Indies, Zimbabwe in Australia), 2000/01",https://www.espncricinfo.com/series/carlton-series-2000-01-61080/match-schedule-fixtures-and-results,1,series
"Sri Lanka in New Zealand ODI Series, 2000/01",https://www.espncricinfo.com/series/sri-lanka-in-new-zealand-odi-series-2000-01-61081/match-schedule-fixtures-and-results,1,series
"Pakistan in New Zealand ODI Series, 2000/01",https://www.espncricinfo.com/series/pakistan-in-new-zealand-odi-series-2000-01-61082/match-schedule-fixtures-and-results,1,series
"England in Sri Lanka ODI Series, 2000/01",https://www.espncricinfo.com/series/england-in-sri-lanka-odi-series-2000-01-61083/match-schedule-fixtures-and-results,1,series
"Australia in India ODI Series, 2000/01",https://www.espncricinfo.com/series/australia-in-india-odi-series-2000-01-61084/match-schedule-fixtures-and-results,1,series
"Bangladesh in Zimbabwe ODI Series, 2000/01",https://www.espncricinfo.com/series/bangladesh-in-zimbabwe-odi-series-2000-01-61085/match-schedule-fixtures-and-results,1,series
"ARY Gold Cup (New Zealand, Pakistan, Sri Lanka in United Arab Emirates), 2000/01",https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/match-schedule-fixtures-and-results,1,series
"South Africa in West Indies ODI Series, 2000/01",https://www.espncricinfo.com/series/south-africa-in-west-indies-odi-series-2000-01-61087/match-schedule-fixtures-and-results,1,series
"NatWest Series (Australia, England, Pakistan in England), 2001",https://www.espncricinfo.com/series/natwest-series-2001-61088/match-schedule-fixtures-and-results,1,series
"Coca-Cola Cup (Zimbabwe) (India, West Indies, Zimbabwe in Zimbabwe), 2001",https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/match-schedule-fixtures-and-results,1,series
"Coca-Cola Cup (Sri Lanka) (India, New Zealand, Sri Lanka in Sri Lanka), 2001",https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/match-schedule-fixtures-and-results,1,series
"West Indies in Kenya ODI Series, 2001",https://www.espncricinfo.com/series/west-indies-in-kenya-odi-series-2001-61091/match-schedule-fixtures-and-results,1,series
"South Africa in Zimbabwe ODI Series, 2001/02",https://www.espncricinfo.com/series/south-africa-in-zimbabwe-odi-series-2001-02-61092/match-schedule-fixtures-and-results,1,series
"England in Zimbabwe ODI Series, 2001/02",https://www.espncricinfo.com/series/england-in-zimbabwe-odi-series-2001-02-61093/match-schedule-fixtures-and-results,1,series
"Standard Bank Triangular Tournament (India, Kenya, South Africa in South Africa), 2001/02",https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/match-schedule-fixtures-and-results,1,series
"Khaleej Times Trophy (Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates), 2001/02",https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/match-schedule-fixtures-and-results,1,series
"Zimbabwe in Bangladesh ODI Series, 2001/02",https://www.espncricinfo.com/series/zimbabwe-in-bangladesh-odi-series-2001-02-61096/match-schedule-fixtures-and-results,1,series
"LG Abans Triangular Series (Sri Lanka, West Indies, Zimbabwe in Sri Lanka), 2001/02",https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/match-schedule-fixtures-and-results,1,series
"Pakistan in Bangladesh ODI Series, 2001/02",https://www.espncricinfo.com/series/pakistan-in-bangladesh-odi-series-2001-02-61100/match-schedule-fixtures-and-results,1,series
"England in India ODI Series, 2001/02",https://www.espncricinfo.com/series/england-in-india-odi-series-2001-02-61099/match-schedule-fixtures-and-results,1,series
"VB Series (Australia, New Zealand, South Africa in Australia), 2001/02",https://www.espncricinfo.com/series/vb-series-2001-02-61098/match-schedule-fixtures-and-results,1,series
"Pakistan v West Indies ODI Series (in United Arab Emirates), 2001/02",https://www.espncricinfo.com/series/pakistan-v-west-indies-odi-series-2001-02-61102/match-schedule-fixtures-and-results,1,series
"England in New Zealand ODI Series, 2001/02",https://www.espncricinfo.com/series/england-in-new-zealand-odi-series-2001-02-61101/match-schedule-fixtures-and-results,1,series
"Zimbabwe in India ODI Series, 2001/02",https://www.espncricinfo.com/series/zimbabwe-in-india-odi-series-2001-02-61103/match-schedule-fixtures-and-results,1,series
"Australia in South Africa ODI Series, 2001/02",https://www.espncricinfo.com/series/australia-in-south-africa-odi-series-2001-02-61104/match-schedule-fixtures-and-results,1,series
"Sharjah Cup (New Zealand, Pakistan, Sri Lanka in United Arab Emirates), 2001/02",https://www.espncricinfo.com/series/sharjah-cup-2001-02-61105/match-schedule-fixtures-and-results,1,series
"New Zealand in Pakistan ODI Series, 2002",https://www.espncricinfo.com/series/new-zealand-in-pakistan-odi-series-2002-61106/match-schedule-fixtures-and-results,1,series
"India in West Indies ODI Series, 2002",https://www.espncricinfo.com/series/india-in-west-indies-odi-series-2002-61107/match-schedule-fixtures-and-results,1,series
"New Zealand in West Indies ODI Series, 2002",https://www.espncricinfo.com/series/new-zealand-in-west-indies-odi-series-2002-61108/match-schedule-fixtures-and-results,1,series
"Pakistan in Australia ODI Series, 2002",https://www.espncricinfo.com/series/pakistan-in-australia-odi-series-2002-61109/match-schedule-fixtures-and-results,1,series
"NatWest Series (England, India, Sri Lanka in England), 2002",https://www.espncricinfo.com/series/natwest-series-2002-61110/match-schedule-fixtures-and-results,1,series
"Bangladesh in Sri Lanka ODI Series, 2002",https://www.espncricinfo.com/series/bangladesh-in-sri-lanka-odi-series-2002-61111/match-schedule-fixtures-and-results,1,series
"Morocco Cup (Pakistan, South Africa, Sri Lanka), 2002",https://www.espncricinfo.com/series/morocco-cup-2002-61112/match-schedule-fixtures-and-results,1,series
"PSO Tri-Nation Tournament (Australia, Kenya, Pakistan in Kenya), 2002",https://www.espncricinfo.com/series/pso-tri-nation-tournament-2002-61113/match-schedule-fixtures-and-results,1,series
"ICC Champions Trophy (in Sri Lanka), 2002/03",https://www.espncricinfo.com/series/icc-champions-trophy-2002-03-61114/match-schedule-fixtures-and-results,1,series
"Bangladesh in South Africa ODI Series, 2002/03",https://www.espncricinfo.com/series/bangladesh-in-south-africa-odi-series-2002-03-61115/match-schedule-fixtures-and-results,1,series
"West Indies in India ODI Series, 2002/03",https://www.espncricinfo.com/series/west-indies-in-india-odi-series-2002-03-61116/match-schedule-fixtures-and-results,1,series
"Pakistan in Zimbabwe ODI Series, 2002/03",https://www.espncricinfo.com/series/pakistan-in-zimbabwe-odi-series-2002-03-61117/match-schedule-fixtures-and-results,1,series
